,0
4211,discussed the analysis 
1249,discussed the data
14,discussed the data 
1431,discussed the experimental results
390,discussed the experimental results 
4738,discussed the findings
2556,discussed the idea
3796,discussed the ion probe data
713,discussed the manuscript
2660,discussed the possible existence of fetal ecc in maternal plasma
27,discussed the results
187,discussed the results 
4718,discussed the results from an evolutionary biology perspective
4785,discussed the topological characteristics of 
306,discussed the work 
3001,discussing it
409,discussion
5446,discussion 
2339,discussion from all coauthors
560,discussion of the results
6737,discussion of the s experiments
3492,discussion sections of the manuscript
224,discussions
4449,discussions from all authors
4070,discussions on experiment design 
4078,discussions with contributions from all authors
1928,displacement assays
6456,distances
592,distributed biospecimens
3965,docking
1163,docking results
8519,double mouse models
8403,double mutant design
1617,drafted 
215,drafted figures
3923,drafted initial sections of the manuscript
8219,drafted section of manuscript
1103,drafted the initial manuscript
7458,drafted the manuscrip authors contributed to the manuscript
562,drafted the manuscript
5744,drafted the paper
260,drawings
4080,drew interpretations
6743,drew toggle
2669,drilled the core
1926,drug panel profiling
1940,drug resistant panel profiling
3873,dust
7929,east 
1892,ecology of the organisms
4126,ecosystem carbon project
4128,ecosystems
3627,edit the manuscript
1655,edited
384,edited 
5010,edited all figures
2139,edited completed manuscript
649,edited drafts
5380,edited figures
216,edited manuscript
648,edited multiple drafts
2480,edited paper
3808,edited paper 
5016,edited several versions of the paper
2904,edited the final version
4575,edited the final version of the paper with input from 
2147,edited the letter
41,edited the manuscript
1882,edited the manuscript 
2827,edited the manuscript for grammar 
568,edited the manuscript with input from all authors
17,edited the paper
6032,edited the reply to the letter to the editor
206,edited the response
1677,edited this manuscript
3924,edited those sections 
477,edited versions of the manuscript
110,edited versions of the paper
1166,edited versions of the paper from 
360,editing
1245,editing after initial draft
5223,editing of the paper
3437,editing the manuscript
